,NeuralNetwork,Loss,Loss,Accuracy,Accuracy,Accuracy
,0,train,validate,train,validate,test
0,"Sig_Sig,512_128",0.03152283619424942,0.02496239795490354,0.9948,0.9965666666666667,0.9644
1,"Sig_Sig_Sig,512_128_64",0.024996805844895293,0.01996516251319388,0.9959333333333333,0.9973333333333333,0.9641
2,"Sig_Sig_Sig,512_128_128",0.022433035894374568,0.01794100848479515,0.9966833333333334,0.9971833333333333,0.9629
3,"Sig_Sig_ReLu,512_128_64",0.03463266754616714,0.028037444639024238,0.9929166666666667,0.9940166666666667,0.9496
4,"Sig_Sig_ReLu,512_128_128",0.03630721091652582,0.03261443216711452,0.9928,0.99315,0.9459
